X. Center of Geometry (µm)	Y. Center of Geometry (µm)	Z. Center of Geometry (µm)	Volume. Volume (µm³)	Mean. Intensities #1	SD. Intensities #1	Sphericity
37.06963333	274.957231	135.331811	13.7323263	40.70399513	6.490943873	0.654326287
9.679075075	266.3236904	136.963617	19.59799139	28.65061087	5.506393224	0.56538402
33.75394165	278.694481	137.1257127	23.5345916	39.55011903	7.816683869	0.655728613
26.21511489	269.191904	141.792364	27.71968152	36.10091691	7.53724089	0.661786345
36.03946977	291.8386338	142.5047029	20.33692133	35.12814901	8.23093925	0.626742632
5.601252126	271.0302564	142.8169897	10.76352814	25.62636038	4.689454843	0.637213562
33.80490246	257.2693286	142.854801	29.83184409	40.87934049	8.573712226	0.673866443
37.3168272	261.8889101	142.2447037	33.03605356	46.4837973	12.04549809	0.640213611
23.74475548	288.7240449	143.2180763	25.35249003	35.20078602	10.36930104	0.646521485
34.13934435	277.6361761	143.5012291	19.97726517	42.24048428	9.780648064	0.662878172
36.91743611	272.3026472	144.0090463	14.12467848	39.79718811	7.437902788	0.649580399
31.84592821	254.6015498	145.511769	19.21871762	40.10357536	7.546281949	0.615534138
11.19036333	272.84864	146.27293	21.5793699	30.19919033	6.551089281	0.617462182
23.92778167	258.0473868	146.856176	27.82430877	39.77383872	9.234093825	0.64986918
19.56964857	257.2113807	147.7040785	16.74689888	36.97531965	6.369344202	0.631259643
29.39170587	283.4108221	148.2592636	23.966179	35.44998157	8.271873102	0.63652534
17.12168087	267.9903802	148.7575683	26.24836084	40.28537381	7.756094004	0.604070859
21.58657718	272.0044268	148.4045387	29.23023741	35.32292041	10.28256323	0.652869554
39.67614966	260.4362993	149.4670068	10.57389125	35.30956274	7.008557146	0.667565058
32.09353915	291.5784066	150.9112166	18.20514115	33.39001371	7.770314193	0.641448
17.88318696	274.4519913	20.1977	16.54418359	29.07580199	6.200949865	0.627906677
37.82934529	258.7145998	22.76564275	30.62308765	33.5827366	8.147064281	0.636104702
29.04704069	287.4176099	22.7499108	16.71420287	39.76827334	7.589791058	0.653213674
23.92811773	270.6409142	23.23955184	13.49691499	37.92772469	7.798655027	0.658784883
13.10198997	279.6999853	23.47514899	28.04664167	34.9385051	6.896233079	0.630731199
29.21443972	276.1954002	23.72086474	12.90838672	41.7771761	6.22476176	0.632056259
32.43347619	260.2333333	24.07171429	25.67945018	38.31677851	8.166257888	0.645771415
32.92415539	255.0730937	24.25771255	31.68897774	38.69034009	10.73069228	0.654471493
38.49245281	273.9489517	26.03513945	24.66587372	35.78354664	7.248268901	0.651017619
38.06704342	279.2386286	25.41479067	10.08999023	41.17389705	8.366543307	0.665717041
2.751014391	258.8692349	27.31402731	22.26598622	31.19357433	6.6745508	0.638584027
27.3859858	288.6925028	29.1592017	25.31979402	34.57087459	7.206185997	0.656636741
12.78821672	262.1126602	29.41918932	23.38418993	29.67073613	7.598388819	0.621361599
21.018213	264.3175818	30.03823767	23.3318763	30.21560665	5.763706407	0.634376889
27.5024065	270.2472033	29.56452033	8.847541659	32.5663253	5.899538696	0.640241789
21.08481416	254.0941858	30.66047788	8.128229329	32.93160947	4.35550769	0.59857421
31.27874719	261.314764	30.57641573	19.78762828	36.54610244	7.568775742	0.626844582
23.61401633	258.5406723	31.04805563	23.62614044	33.41242072	8.276356755	0.631189209
18.15715975	257.8610146	31.69847487	26.93497716	37.45628022	9.024127914	0.644522807
26.91237342	275.4144995	31.75626735	21.20663533	36.34014188	8.18926346	0.621064058
28.81548004	279.6891811	33.12959007	20.14728444	32.99910445	8.54247402	0.660612659
32.90869929	275.1864034	33.61162965	20.37615655	36.76250291	8.462400913	0.634495504
24.73637267	272.0550652	35.33550311	23.16185703	34.14405523	7.858752659	0.614714755
29.52900564	290.3971688	35.09838043	19.71569705	33.61880439	7.337930728	0.646142001
25.26657325	289.0916907	35.63948903	12.81029868	27.71197035	5.450953218	0.625732018
23.58884679	280.162895	36.66838633	23.73076769	33.71547261	7.45056143	0.619991608
28.28647972	275.0158543	37.54654272	21.27856656	39.99240436	8.544223476	0.650692302
32.08450573	276.0144842	38.75757032	14.27508015	31.97326757	5.97213168	0.646903212
9.270859625	257.5956188	38.92276998	18.81982623	35.74352546	7.809910288	0.617716886
33.18449227	262.9369141	39.41120221	26.64725223	34.53976959	10.34132255	0.652790856
29.56413798	258.5647127	40.20470196	28.72017958	33.96948567	9.797876242	0.643331995
26.0279293	278.6290922	40.32379907	30.98274381	40.94717019	9.664990775	0.649005111
28.39451689	264.4713266	40.54659	34.25888452	40.39624787	10.64770863	0.623400576
15.71508976	269.6404264	40.67056092	20.17998046	32.51932488	8.59474381	0.656246564
17.04828224	283.4497767	41.00292831	15.87064568	28.28359214	6.706122506	0.641239403
18.53232448	290.8665759	41.33083539	24.86858901	28.95571721	6.89406959	0.590894373
22.28358164	273.8556097	41.3248362	25.43096047	31.23720825	7.227666255	0.642287904
16.23617596	275.8683342	42.19796887	30.25035308	32.57888944	7.998251097	0.621585382
17.39343825	265.2820199	42.39386853	18.05473948	34.71245907	7.025067001	0.638766494
8.371234043	262.277028	44.3415112	11.67901656	30.30547763	5.885549297	0.612630996
12.36523639	271.8446218	44.07690809	24.26044313	32.73088632	6.790711621	0.647461129
27.66086488	281.1902114	44.54465084	9.776108485	24.08142166	5.239184596	0.638669816
20.71912208	277.3602507	46.25443475	24.05118863	29.35530254	6.445765784	0.631733305
15.37723228	264.0065796	46.82463686	11.9928983	34.89588	5.948152215	0.633370241
20.19277586	259.1751648	258.0508434	9.48184435	28.8827081	4.932142842	0.648044606
19.94271437	279.8452365	258.433059	32.4867605	40.56563584	11.35431624	0.64706259
14.46736559	280.4498569	259.336828	9.730334064	36.36985423	4.171179286	0.634112568
26.75493651	282.6452646	259.7871692	16.58341881	30.43408751	6.052668339	0.650742115
37.57780935	260.1362707	259.7670884	32.99681834	33.68369452	8.544664116	0.637985427
12.54539823	257.8311268	261.2239558	24.38468799	34.92399279	8.418593497	0.643201854
24.6341114	267.8182093	262.2115535	22.30522143	39.04221815	9.318917943	0.614248004
18.88930559	286.9159692	262.3857851	14.85053001	30.11730937	8.037822001	0.651739719
30.38559911	289.7952306	262.8964568	20.58541104	32.52507322	6.74861447	0.645983208
25.42656846	281.5798409	264.1853061	28.36706261	31.42938004	6.432314875	0.627465659
11.13580987	269.1490197	265.235182	15.23634299	39.69786662	7.733864149	0.646833801
29.32610498	285.6365914	265.3119536	25.35249003	37.23306279	9.615281908	0.645821786
22.7240138	272.9564771	266.0189198	22.27252542	33.56899868	7.550561509	0.636480994
24.2771475	256.7859775	266.0060975	28.7724932	39.01742121	9.378995703	0.649915795
24.2222386	262.4467794	266.6061351	26.52954657	36.06255679	9.185881905	0.667827815
7.552630517	267.9342131	267.2122705	10.37117596	26.57352569	4.57540291	0.632391815
31.42293945	290.5786426	267.9408682	20.08843162	29.71979478	5.597827683	0.614894459
5.695168317	271.4971192	270.0924591	17.83240658	29.62247509	6.345994264	0.631815514
36.68858696	286.2218819	270.2207149	20.75543032	34.48218205	7.127913191	0.639199884
10.49258637	268.7874777	272.623088	14.19660971	24.50080131	4.224380886	0.640457478
19.25953004	279.3744301	272.8921134	11.64632054	25.57521418	5.132512381	0.618944226
38.27323077	268.1582986	273.5244072	24.56778567	38.10363525	8.286413202	0.64215549
32.42622368	259.2191342	274.7503108	29.43949191	34.21255401	7.982888039	0.641305072
33.23163244	289.2838356	274.8232847	26.04564555	32.98654553	8.501624054	0.610007247
17.72609934	258.6931192	275.9338344	16.7861341	44.10773303	7.243955456	0.651321581
29.16286182	264.2916761	276.2540741	34.92588322	35.67707986	10.1049419	0.650365531
11.24194333	282.022332	276.7253188	11.42398764	24.33635682	4.663864534	0.628562595
13.50934208	260.0096375	276.9626676	16.93653577	39.99714887	7.421553799	0.649606247
12.38136842	270.2907468	277.5279957	19.63068741	28.01044744	6.166345633	0.612893145
36.96793045	289.2756199	276.8832038	22.84797528	34.29602824	6.765397424	0.642170422
39.39755393	270.2467995	278.4359994	20.61156786	31.335521	7.373244382	0.663023424
7.827837405	264.912696	279.2645925	22.48177991	29.62054932	5.348535841	0.640461349
30.6341417	283.0960917	280.2441577	28.24281776	36.56449372	8.134192131	0.649061706
29.55413292	288.0390496	281.1445057	21.3504978	30.42325351	5.710270582	0.643483492
21.36523698	260.8594606	281.5771979	20.08843162	40.22953706	8.573785906	0.645988995
35.16122413	283.4502663	282.4220038	20.59848945	34.44715672	8.989952694	0.654396039
36.51695245	271.8602732	282.4206548	25.44403887	37.21507141	8.52503941	0.660237344
37.14319975	291.5057496	282.3228314	21.18047852	31.04181784	8.427659011	0.636981868
19.75057855	279.9245294	283.8245756	19.68954023	27.52028466	7.040428986	0.635000592
5.470003879	255.161089	87.82345953	25.287098	42.95668717	10.58601681	0.645409285
23.80048876	283.5971143	89.44596683	17.74085774	30.31225179	5.248850988	0.646084435
29.75892581	265.5927124	90.38297888	24.14927668	33.84632668	8.721345067	0.648379532
20.87132387	267.2273141	91.73237711	22.10904534	33.82631269	5.820837224	0.627525219
6.020516368	259.6771002	92.94852832	22.97222014	34.92979477	5.227909527	0.618802147
38.44503552	268.6693934	92.76324044	26.32683128	33.55608893	8.356258184	0.632161368
14.84592823	262.2879393	92.76413999	27.70006391	39.31390278	9.995443718	0.662859357
21.9824403	263.91707	94.47102977	19.99034357	39.44682635	6.316382332	0.639037141
18.23207747	272.4743922	94.77718948	20.25845089	31.19027211	5.691069921	0.6367489
28.69644754	288.4613896	97.76428921	17.38774078	35.94568211	7.196766449	0.647262627
17.87669248	258.3174666	97.99241148	31.32278237	44.66263229	9.49349434	0.650649679
33.47757927	282.8567843	98.5941216	30.97620461	35.65150516	9.207567167	0.658945306
30.41760114	258.0580465	98.91802754	27.54312304	32.88500908	7.478675448	0.646807561
33.05474114	261.4230157	100.7681645	24.17543349	32.37142395	7.215039247	0.641646217
13.89054037	279.692764	100.8887205	17.89779861	29.74695425	7.816954083	0.646337835
31.92564767	270.5234011	100.6897929	34.07578683	39.64453683	12.11178069	0.647175033
24.06116935	282.200938	101.6668043	15.40636227	29.12451598	5.259669809	0.611607703
23.41400828	268.1437153	104.5327503	24.48277603	32.08018583	6.757598001	0.6330214
32.18189172	287.1740729	104.4536029	29.04713973	30.13969263	9.067789073	0.617571858
36.50995126	257.5798575	106.8969842	17.84548499	33.28653065	6.224195466	0.623774006
16.81753333	281.22182	108.1334867	10.78968495	35.39337082	6.360750837	0.649292044
35.39553643	262.9051866	111.3021205	28.00086725	39.07110543	9.349007412	0.650617632
31.7661651	259.4302669	112.4280312	15.28865661	34.08088018	6.260663381	0.619101746
15.59952707	289.3732362	113.1220737	11.35205641	29.62370086	2.970162567	0.591973044
23.07774963	258.2273664	113.7916052	26.71918346	33.18213585	7.434082069	0.639086872
8.651150259	274.9035648	114.4639067	13.88272797	25.90588505	5.743310029	0.619242959
39.66867546	265.852378	115.0403904	27.50388782	38.93422453	10.27067264	0.658347266
13.42778682	282.5385891	115.5789333	8.036680487	25.47198642	4.157615539	0.607070577
29.57443008	254.4838911	115.7790482	24.12965907	39.34100315	10.01088539	0.653159791
20.682927	288.9503806	117.5082151	15.13825495	31.6153051	5.203254351	0.599354023
31.3609486	265.4066533	225.2297033	27.98778884	35.2236942	8.537943587	0.653080661
26.97106293	283.821601	225.5704073	23.79615972	38.00502385	9.315169552	0.621130043
33.34309644	274.0516483	225.7394433	20.00342198	40.92786413	9.648955168	0.616870118
37.31518189	277.7215101	226.2649981	17.11309425	35.28016044	8.60569753	0.650407054
36.98863407	264.4249848	226.657345	21.53359548	38.84386872	6.273026541	0.658301337
11.54551566	265.792211	227.4736294	15.86410648	30.98053633	7.189548518	0.639186052
38.94184897	274.223181	229.1831232	20.6965775	39.46052046	7.677375155	0.629515269
28.49819989	278.9974903	229.51252	24.04464943	38.3623308	7.84780284	0.63720834
39.8205631	279.1929943	229.6018308	18.39477804	35.7318183	7.991409712	0.651131787
34.87289474	278.2987368	231.3847368	23.23378826	30.92904138	6.447330345	0.641974839
19.47283824	283.5630226	231.6588659	24.86204981	35.4066869	8.832940792	0.631316626
26.80776284	256.9946764	232.2658476	15.27557821	30.52103773	6.178104983	0.616062311
33.71712511	261.9077606	232.51809	29.58335437	30.46863113	6.247153617	0.664063874
24.65730962	283.1766519	232.3240309	14.61511871	31.05474186	6.339286236	0.637867989
13.61048658	262.364775	232.4251605	31.42087042	34.48950816	8.861183583	0.6464974
