X. Center of Geometry (µm)	Y. Center of Geometry (µm)	Z. Center of Geometry (µm)	Volume. Volume (µm³)	Mean. Intensities #1	SD. Intensities #1	Sphericity
163.815003	264.75176	53.07252191	28.50438588	33.48169102	9.398604495	0.628263165
163.091388	260.8557841	55.54756687	28.26243537	27.75728811	9.032925201	0.612769709
152.7598346	100.374543	43.07505985	35.73020519	27.69987875	7.614683144	0.641124039
162.9473294	92.61375552	43.22764744	31.40125281	26.25298758	8.55154023	0.637843481
165.2068835	96.60048237	43.63305053	31.70859535	26.64403058	7.064392513	0.632040679
152.5741595	88.5198623	48.46655796	35.71058758	28.92779574	8.591494395	0.652035247
164.08031	88.89433611	50.03832108	28.28859218	21.28845679	6.865880646	0.621457572
164.2025856	93.97994879	49.46996518	31.92438905	24.26551413	7.389101985	0.630304255
158.6678741	89.78177482	49.71454479	29.70759923	25.29293752	6.748637075	0.654746484
160.4836037	100.8922297	105.6730379	28.81172842	27.07312935	7.959562997	0.606774964
155.4595273	93.42856582	109.1774749	27.32079013	19.54348905	5.323619391	0.47771443
159.4806383	91.0372549	119.0284973	50.38455912	22.75831925	7.017334832	0.593998561
164.7200836	262.114891	77.89182764	31.98324187	26.94818762	8.306734795	0.664800424
157.858948	100.3693156	64.47220507	33.54611139	29.60135696	8.986750392	0.620557844
162.0372051	100.2724812	64.19311607	30.47922518	31.42832329	8.910110069	0.628206727
162.8501725	88.30782419	70.61257558	33.95808118	27.36541662	9.282909724	0.630524312
164.1352821	99.0904547	72.09147816	34.28504133	27.39101668	8.712057193	0.661005329
164.0603707	93.57921456	72.7733759	23.71115008	21.27919809	7.158544598	0.636229134
156.749915	87.99999622	76.03408435	38.06470066	29.3144332	9.993683139	0.659176642
177.3126648	8.288152757	67.36030951	39.25483561	27.75629025	8.870304827	0.637404737
185.0872571	13.27046984	68.57182401	32.95758312	24.49604703	7.452230015	0.631813106
183.6124397	4.445225046	69.99784173	28.30167058	24.01881852	6.783201901	0.609841899
176.6630991	14.07113064	70.12584672	38.99326749	28.06378024	8.0809824	0.657664451
187.0366549	12.57443925	75.2929331	26.5883994	24.0386213	6.883990068	0.622829852
186.8861247	3.769233147	76.99089451	29.1975414	25.86169104	7.546578013	0.628614116
177.1117756	11.61168109	76.65131998	36.72416405	26.4645059	8.375193575	0.618593336
184.548742	7.307493857	77.39302211	29.27601183	26.90008558	6.218483772	0.629136709
181.0060784	10.51333987	78.44729085	34.01693401	28.21622725	7.618212095	0.631802003
185.5195833	4.955965174	148.8619082	26.28759606	21.08843013	6.323454063	0.432031147
181.0261645	9.459831938	159.0804907	44.51235482	29.71574344	8.363485762	0.58092059
173.6940295	16.8739838	24.16689197	26.63417382	25.79374001	9.530152449	0.605186946
185.0034965	11.63419886	28.39137312	30.84542055	24.57743694	9.621221214	0.626808641
174.5936667	17.92061905	29.3642381	25.67945018	25.1035657	9.553591724	0.62368804
175.51154	17.47059268	34.08048741	31.43394882	23.62200752	8.126286832	0.591168046
178.3313149	5.036193484	36.39122784	29.50488394	26.00365121	8.534941402	0.647926892
181.7786979	18.06691911	139.8741934	39.93491272	28.95903448	8.503779555	0.654142628
182.5771216	9.036632044	104.9470275	25.87562627	28.68368526	8.057660254	0.625563914
179.4506813	15.18887864	105.2971097	36.58684079	30.59427163	8.956972214	0.643629321
177.7860258	11.92423835	107.4545356	30.17842185	32.32023366	8.157971162	0.640772081
171.1243775	17.90731237	107.4371342	34.83433438	30.20718556	9.73511321	0.655576541
181.9730154	5.933876674	109.6739862	32.71563261	25.80670577	7.63330129	0.631523876
183.2055721	14.60855671	88.96426805	32.6894758	19.26678885	8.00180204	0.643833959
186.8510892	15.56967123	92.51861595	40.0983928	24.56874473	9.811108511	0.66236255
177.9780868	14.27524907	96.6935255	38.72516017	25.55682128	7.674355516	0.581106799
175.7733011	12.75814199	43.44295007	30.11956902	27.5639968	7.525334991	0.644250163
185.9190413	15.56095232	47.57143876	35.93292049	21.9537668	8.909017069	0.636474754
184.6039067	2.735780317	48.91635048	20.59848945	20.05790624	7.033649983	0.606998196
180.5625177	18.58740009	48.92514034	29.35448227	26.64255198	9.218412994	0.617832749
172.1811	17.91007872	51.21336809	33.80767951	23.13565491	8.443107044	0.653080731
183.9354227	18.50109278	52.26735052	21.56629149	23.51384569	8.520105316	0.629542425
181.1831729	7.452956236	55.25052079	32.87257348	25.09061231	8.354531914	0.638674132
185.9576224	8.564010204	55.47383333	21.1477825	23.65052214	8.62954562	0.626524934
171.9586809	2.345545436	55.65783936	32.52599572	26.59162014	10.99757737	0.644621056
177.9193394	8.405302733	57.54873674	27.99432804	27.6584936	9.376578902	0.615947832
173.2368	99.1128278	23.11735049	26.8107323	25.75874779	8.469049447	0.636595933
170.2420284	95.88591812	25.3661736	28.58939552	24.42776846	8.7024553	0.630125232
184.3301965	93.01510004	27.20176198	30.85195975	22.22349767	8.698273264	0.635685505
182.9554185	96.92848359	28.83215446	35.26592178	20.60541459	7.718853886	0.617610383
179.0804756	92.99355716	29.26698708	26.31375287	18.33540936	7.141976528	0.513626807
172.5054104	96.72354434	28.28569032	36.86802651	27.73602765	9.490681545	0.643661029
176.5947095	100.2051501	28.50229562	30.92389099	24.76945103	7.834505878	0.643894433
171.9145361	101.0801021	30.92146896	24.54162886	25.75941293	8.695400564	0.636801146
180.0696667	87.46890252	32.38510692	22.87413209	19.89145035	7.983687543	0.648645638
170.7638799	261.9258609	21.07632301	36.52144876	26.86552575	9.160011943	0.64833801
181.9888539	269.2445063	22.8194466	26.94151636	23.23785104	9.990827318	0.644627119
171.7437839	269.4596127	23.880378	25.32633322	22.17996373	8.718384772	0.619240719
182.9342985	264.0868645	24.43992339	32.17941796	25.62977687	11.41103376	0.629097923
173.5135419	265.128593	24.83105521	35.17437294	27.51456908	10.769122	0.647744709
185.8112695	268.3228339	25.75396959	31.6105073	25.28464682	8.392546203	0.637131125
175.397586	261.2218784	27.76512993	37.49579	27.27688694	9.676762525	0.641247454
174.7607478	270.5338123	28.94127859	24.52855045	27.84911735	9.39452586	0.609967788
178.6818294	265.9730964	29.69689212	30.85195975	22.905934	7.89591141	0.64533538
182.9419959	267.7765952	32.42212564	30.55115642	20.97625048	6.634349489	0.591729536
177.5600497	262.3059343	35.69361149	33.93192437	29.13273333	9.652707057	0.632952456
184.1277297	269.9428635	36.69477541	23.61306203	23.95238849	6.66521037	0.595939835
185.8893778	265.7644826	37.05673847	26.65379143	26.23831519	6.952523738	0.614530156
175.1820127	260.9828922	42.16404206	31.40779201	25.29095447	6.790224648	0.651209708
184.1941492	264.5631271	42.20797238	20.12112763	25.73709284	6.429640919	0.585946839
186.7860797	269.1312391	42.58049871	27.98124964	28.06662332	9.172687351	0.637945382
176.864207	266.4940698	44.04479883	42.32172182	23.09082545	7.570233097	0.631860908
170.7955919	261.383074	45.61745107	30.13918663	28.88871143	8.032696489	0.645772943
171.1543124	267.2203427	46.24506963	32.21211398	25.99608844	6.628916309	0.636970581
184.2240292	263.9801435	47.55782464	31.84591861	24.89340832	8.415247505	0.649873854
184.3811517	270.6089819	49.25715726	12.97377875	19.24018029	6.031658186	0.535458369
171.1537712	269.7735393	50.70519175	23.29264109	22.9704578	8.005156363	0.650475547
172.2250788	259.4889856	50.75860665	26.73226186	29.45504464	10.77299039	0.650051159
186.9772652	267.3903762	51.49526261	25.54866612	20.99341003	6.806529654	0.617727838
174.8176864	263.7891141	52.39423383	39.93491272	29.44890927	8.487621097	0.646810365
171.604856	270.948606	55.23701041	30.15880424	26.87053306	8.461269538	0.64418952
172.0658864	261.2181847	55.69035795	25.31979402	26.04541053	9.870266189	0.531395865
178.6896749	270.1547138	55.97573498	31.46010563	29.76662682	8.730582549	0.638640205
183.7118708	269.985515	55.87029488	22.22021179	26.32473996	7.605128632	0.638453512
171.402821	265.5200444	108.0282071	21.81478121	26.93838474	5.535625096	0.499396847
184.9683715	260.4432678	108.5656717	33.30416088	27.28720422	7.106304948	0.650103634
172.1056679	256.0564852	120.3571817	12.34601526	19.37411268	4.422425731	0.48157074
186.1078094	261.9299936	119.9858544	33.59188581	27.47754342	8.328970094	0.625439322
180.3697692	97.59284615	43.26761538	15.89680249	23.59420464	7.692829195	0.623628685
183.1205069	91.42483429	44.09037024	27.4646526	21.98533621	7.761135378	0.628810201
177.8438868	89.9963096	45.55550479	26.63417382	18.00468591	7.407606883	0.620407946
183.7979911	97.44319591	45.9995497	20.46116619	22.35711993	6.405373681	0.626245267
171.0433119	101.8714641	46.13669844	33.48071936	21.07479697	8.369700256	0.64827759
186.2965375	92.85503964	46.82447818	21.27856656	21.01676298	9.234647077	0.583477933
173.6910035	86.617776	47.15367306	18.42093485	19.5594863	8.192460877	0.620713238
181.774989	92.10995166	48.66373085	32.60446616	20.62019381	6.940838532	0.615797177
173.2925961	89.42434751	51.50728179	27.36002535	24.40251253	6.852168282	0.617952184
173.3685287	86.48258904	54.46411449	31.87207542	26.86671717	8.975668768	0.633633093
181.2710882	101.2341583	55.55747762	30.24381388	22.18408869	7.661557697	0.6214958
186.8816827	101.0234669	55.10151986	29.14522777	25.41746705	9.584008589	0.662814917
185.22293	87.17337475	56.53533817	22.52755434	25.31688517	9.959303197	0.648875466
187.0765083	269.707074	126.8422497	33.50033697	28.20611191	8.004444084	0.646197954
183.7280232	259.6311864	129.028873	15.19056857	22.52558166	5.723045358	0.487492213
170.5962285	99.63764193	105.9572112	30.13264742	23.79018809	6.416546184	0.631669504
180.269141	91.54920512	105.3765846	27.86354398	21.95700963	6.111561304	0.664074107
178.2798772	87.19490569	108.1580145	25.7252246	23.56820211	7.234567969	0.638319882
177.5276222	97.16209403	110.7669537	19.05523754	22.73381614	6.927549068	0.638166986
180.3879296	91.09957164	110.9468054	35.27900019	26.32512732	8.242450938	0.651301869
177.1107403	101.7447425	112.3795033	14.68051074	21.76156967	7.876502591	0.629090236
172.788	102.2139325	112.9327023	14.62819711	24.29865737	7.152653056	0.568892717
172.0608959	92.35587732	113.2441004	29.90377532	21.17269963	7.510871946	0.634452282
186.6890089	98.28907036	114.4644103	34.38966858	23.56374313	6.400719777	0.644258832
174.4125481	97.47974507	114.487349	21.21317453	26.88949245	9.07333166	0.642274595
177.5259456	96.17185098	118.0651874	27.29463332	24.27718383	6.864820998	0.643571497
183.6530667	97.34721333	119.0179467	33.3499353	23.46271449	8.511384042	0.629542881
183.2030234	91.1256915	147.3578529	34.31773734	27.76174726	7.658233734	0.639416603
182.9437045	96.44344573	153.9093448	37.95353421	25.40258605	8.271453877	0.651851866
185.1388211	88.20981344	158.1952681	36.87456572	30.25200201	8.414415512	0.640507686
184.6398923	257.4649371	65.18203583	28.28859218	28.18650847	6.042411447	0.619060436
179.8682728	256.0124456	65.63295715	33.27146486	31.6364896	9.246411671	0.59907501
174.0172353	259.3038583	77.30104833	37.88160298	27.749174	7.776117549	0.644039254
176.6916826	265.4604444	77.60250053	37.18190826	28.93500055	8.846852175	0.672162193
182.7405984	268.8119983	87.32575856	31.68897774	26.46598782	7.162722511	0.626067666
170.5297698	262.2399731	87.37486061	34.71662873	27.10403423	8.30370156	0.661151186
171.9704096	256.8395568	90.89633877	34.8801088	26.84415775	7.400955028	0.645253118
182.0366237	101.8985575	129.212784	31.90477144	25.34450057	7.214772618	0.637553435
180.097069	97.43113041	130.8895325	21.61206592	24.10039214	7.848914528	0.62528952
175.2993193	97.66149991	132.6651897	34.6512367	27.65667353	7.880690953	0.634112974
181.9342486	93.29807191	132.2617991	32.19249637	25.86710378	8.509859084	0.645522529
178.267697	102.3306369	132.5665532	31.74783057	25.41914135	6.597918353	0.646121059
183.319127	98.51281384	135.0085034	32.0355555	28.51080635	8.315755953	0.668715588
185.5938026	91.52120753	136.091572	20.67042068	16.0864746	6.610164294	0.389237206
185.3215497	91.97682834	65.33908065	29.02752212	21.16504089	7.753940301	0.621996957
171.7233316	99.53101341	65.87275733	33.65727784	22.97652886	8.207475816	0.633404745
176.6436548	98.54156821	68.38628163	30.43998997	20.53945283	5.965846652	0.618454026
185.1427943	88.31538032	68.76242637	30.10649061	25.79519887	8.713670292	0.630708893
173.5154862	89.7902453	69.02223455	26.76495788	19.11596204	7.369734266	0.650581099
178.4014505	102.7686727	70.09245951	25.51597011	24.4285746	7.134861464	0.621682446
174.5447275	93.00544067	73.02370468	29.8710793	22.05857084	6.573151164	0.651359317
171.7885507	87.4858913	75.06376331	35.25284337	22.61970444	6.872068482	0.632697061
174.6158203	97.1561601	75.66577201	37.65927008	23.33026797	7.340445419	0.658370213
184.250896	98.692752	77.120024	26.97421238	22.67243379	8.848983141	0.65054729
171.8358164	97.35113462	84.62894854	28.46515066	25.72462624	8.306229226	0.63137517
178.9219568	99.09305405	85.41511892	41.13158687	25.43940793	9.411593663	0.634765333
174.40829	102.4773907	86.56140042	28.13819051	20.27627659	8.737221374	0.63904918
171.4341463	98.81242227	89.88859812	27.8897008	22.90487826	7.165616141	0.632752822
173.4603065	94.28184291	89.18555556	29.01444371	26.51355368	9.338999414	0.643886213
182.1242984	88.68765024	93.11998468	25.61405815	25.72191947	9.170504448	0.640550938
177.6198137	89.65129077	94.37033175	31.5974289	25.17672306	8.118761059	0.634033563
180.7057709	89.40393842	99.42389941	26.65379143	23.83632291	7.77539941	0.646738236
187.0370524	100.8552344	99.84371322	28.84442443	25.16054991	7.99278505	0.628962803
195.2567522	14.6380995	148.9523004	27.60197586	17.71515003	6.143304744	0.505632823
194.4961878	10.28084248	150.6571604	13.82387514	18.62097855	6.72755728	0.595339456
203.8351359	15.53150982	150.0110735	35.95253809	25.27459546	7.099623053	0.625601045
200.6566434	3.982162086	153.7230877	46.15369477	23.49561574	6.915772146	0.625665635
203.8452297	16.6441105	155.4392783	30.83234215	31.17343126	10.60376548	0.648136439
205.0065433	11.18645551	156.7937818	31.97016347	24.9272877	9.43547077	0.61693614
198.8765014	16.54811443	157.283986	23.82885573	24.07728946	9.616764816	0.630599844
197.5399105	13.31257921	160.7601108	24.8489714	26.08920808	8.576435124	0.659363751
200.3018421	3.907341983	163.0041136	29.48526633	26.3210202	6.89487011	0.654707155
195.879616	8.770400313	71.55328878	29.25639422	25.04874933	8.061775616	0.611289825
206.825442	6.007931789	71.91526786	30.19803945	19.01242864	7.263982957	0.623176608
203.49976	11.06197248	71.94053173	26.3791449	26.64988715	8.231495489	0.615821684
201.3567629	5.743546392	72.63854639	27.9093184	29.71745988	8.347767991	0.634311818
192.6475276	11.24829465	73.29289488	28.73979719	24.54756187	6.859683069	0.617292024
206.0256447	3.316102244	77.20420372	34.08886524	27.48164528	8.165518301	0.646189787
207.7279151	15.00914103	77.12715076	34.26542372	23.06438522	7.582302649	0.645549987
194.0991614	12.98888323	126.3502641	25.9279399	24.9363532	7.70083456	0.632952305
196.1952523	16.34168692	128.6763364	30.78656772	28.00239811	7.548059989	0.648112626
206.8635473	2.958917375	130.2409719	33.08182798	26.5101553	7.404929136	0.637365832
194.9512435	11.69435214	131.0107289	27.92893601	28.18261762	8.447663977	0.633976943
196.1477753	9.65282957	135.670124	30.11956902	24.08467402	6.533872934	0.627932382
205.5450343	5.946181775	139.1501125	27.48427021	28.17342523	6.913331163	0.611396804
198.9471964	14.00169764	21.1725491	21.04315525	25.18104412	8.17560558	0.621511215
196.4973511	4.279244444	21.75751111	25.01245148	25.93551076	8.523404022	0.625149592
194.3833431	16.86653649	21.79394935	26.33990968	26.56476334	8.652012783	0.628475202
194.4682082	12.33216395	23.37741587	21.25894895	24.52478971	9.199126411	0.634735075
198.3311497	9.602076433	23.77379618	22.58640716	26.98702341	9.094933616	0.607147613
202.9143755	16.78585522	23.83126743	23.35149391	27.24150177	8.78013842	0.597158419
193.1520954	5.467779984	23.4368282	32.27750601	28.06244097	11.0570005	0.627553934
198.2370245	15.06875018	26.01775066	27.22270209	22.63188285	8.394468819	0.485443644
197.4266771	6.343925789	26.56497395	24.8489714	27.07245076	8.888182344	0.612070509
206.5315367	10.5230656	27.00765123	22.03057491	31.1620898	10.55392654	0.640049819
193.2920406	9.956623616	28.1325203	30.12610822	23.8255598	9.627978276	0.636986489
198.8163025	10.44615087	28.22540482	16.557262	22.94075155	8.222812569	0.609484186
192.0700696	13.98143328	30.68216061	21.41588983	25.03996118	8.414136831	0.651891064
196.3083091	11.22393487	36.09999399	13.05224919	12.18722261	5.665356217	0.498465165
192.8243437	17.92230986	36.76908451	25.53558772	25.10827004	7.36064617	0.637204055
204.0823846	18.15718114	111.517005	28.9882869	26.34902832	7.581259898	0.62500782
193.5337399	15.51797717	112.5703726	32.36251565	26.16773441	9.708540574	0.620325077
194.2134648	6.73427526	112.9313807	37.08382021	28.37967267	9.561362444	0.648349536
208.1428671	13.40423876	114.7304602	22.97875934	27.66006644	8.214891029	0.620982637
206.8016765	18.40831608	115.3010733	20.33692133	28.28901232	9.011569619	0.629038393
196.4054155	16.38996135	116.949581	22.33137825	23.95322395	6.460178692	0.617497165
201.3052842	18.33577188	118.7144678	31.1593023	28.69737721	9.340115684	0.652710467
193.3397509	13.64795132	120.7084356	28.47822907	25.88060498	7.547045698	0.63342975
197.0056261	11.83159735	120.1193487	32.57830935	31.03915025	10.02240054	0.636001878
197.2146762	16.33055756	45.00765339	31.52549766	25.95133464	7.506128747	0.632490683
206.8861347	16.2563532	51.08942826	32.58484855	25.25384967	8.728365605	0.62871699
201.7907612	2.15138806	51.93251343	24.09696306	23.71718874	7.484275535	0.631150496
205.8949009	6.809544106	52.57471084	31.72821296	27.21442732	9.063221432	0.640482689
192.3855908	15.15859547	58.11880856	26.57532099	23.6414189	9.911088906	0.644117902
191.4907747	10.2388136	83.48402566	21.15432171	21.11285296	7.145303386	0.601701984
192.7554545	17.21384211	84.64496265	26.96113397	28.17090393	9.026691784	0.6565176
201.4578827	12.27360587	87.74471777	27.64121108	22.8858625	7.920253798	0.606654246
207.633765	12.42864443	88.82153092	29.60951118	25.69395194	8.647867121	0.650095704
204.3732586	7.241051261	91.39031687	31.63666411	25.93085343	10.03036762	0.615363492
202.7035244	13.14825031	92.04115098	36.33835107	28.7826055	8.584670932	0.646720133
205.2457517	4.526278263	94.3495054	31.46664484	29.0720589	8.42263467	0.625965727
200.3888419	16.43157476	97.30317506	26.63417382	26.08533329	8.371108477	0.649142629
205.6815404	14.6124465	98.11566856	30.00840257	22.13423011	7.658991588	0.628745636
197.7533092	10.0799915	193.3954	41.55663507	31.92853682	8.97907464	0.663142999
202.1669518	13.77141215	195.2032443	34.8735696	28.2846864	8.635905812	0.657237137
206.228722	16.24311302	196.9103771	53.00024032	22.87174516	5.719091381	0.608254192
204.833478	7.408107143	199.5571951	40.46458816	27.01803471	7.692078546	0.637710369
197.9489769	5.538015696	201.5475454	24.58086408	22.04134767	5.705970849	0.485522312
199.0453053	12.98271149	201.2680976	51.83626218	26.38091274	6.863374858	0.637468446
202.7800372	14.07728879	168.8779461	37.09035942	29.03237867	7.63855373	0.648972947
203.7876187	9.52244293	169.0713712	39.81720707	29.15484586	8.844339907	0.642964865
205.3043384	263.254828	21.27047459	24.44354081	22.81363417	7.160723483	0.630974719
203.6767368	258.5675263	22.67157895	23.23378826	24.50925687	8.928806674	0.618694433
196.580869	262.7168413	23.4161627	28.01394565	21.76931757	8.057740757	0.625911484
207.5810521	260.3706077	24.44892178	37.28653551	30.70315516	10.07031788	0.614934055
205.8821137	255.0989305	25.31028142	25.02552988	24.09614451	8.781511292	0.638185162
195.0221445	270.3554444	26.84251845	25.16285314	25.47618183	8.531249551	0.629649909
205.2968948	259.7626325	27.13944252	24.91436343	28.07256097	8.96341273	0.626827184
206.6128808	254.9594307	30.63997644	27.75237753	29.09022722	8.355125321	0.621399463
204.072176	267.2572369	35.37359408	41.28852774	26.44957679	9.911550283	0.656613599
200.827007	91.46343259	21.46847625	30.70155809	25.47344748	7.496217468	0.623135219
192.6701637	87.03242065	24.30092191	28.5566995	26.91333181	8.678434362	0.631491181
194.4874164	99.74951578	24.1110429	32.31674123	25.18659069	8.549237073	0.644803017
206.7988656	101.8751231	25.20243562	33.67035625	28.02928862	9.864265575	0.654266166
204.8556523	90.32980203	28.52975381	28.3409058	28.57652127	7.426242547	0.638288857
195.7098541	101.0428866	30.87284366	32.41482927	28.70141367	8.229189746	0.64256355
191.6542898	102.8953281	31.09905085	28.16434732	29.13684432	7.227387559	0.62386413
201.1722971	264.6254271	42.77071676	28.67440516	23.42049291	6.974385585	0.630145365
194.9975938	259.8311463	45.99601542	33.91884596	29.56928319	10.02527664	0.638927979
205.7784742	255.716622	49.11673883	32.34943724	25.57002834	6.869828879	0.635311121
195.5736487	263.4087205	50.02647192	26.78457549	25.88237699	7.888721386	0.642121276
202.2953732	268.5819827	54.73032447	14.75244197	13.6772793	5.267465026	0.499308
194.7069367	265.4304993	54.94970609	37.60041725	25.02982126	8.242754963	0.630436437
193.9641836	268.7118301	107.4868895	37.86198537	27.6829597	8.074859117	0.664107535
196.1758656	261.5748686	107.6847396	36.78301688	29.28163117	9.227054233	0.657026419
198.8495737	270.3174159	108.0876942	28.87058125	24.84619033	5.596466578	0.636110113
206.8359809	268.9764292	111.3331865	25.62713656	33.11649188	8.531629136	0.653305745
199.5642214	259.348251	111.791038	23.57382682	32.37424537	6.210375337	0.621982424
201.3707441	267.9527531	111.7338181	29.68798162	29.55061486	8.797765512	0.64933023
200.4024954	263.13705	114.7771951	22.62564238	26.84877315	7.272045736	0.584101358
205.2990951	266.3370315	114.9822707	28.40629783	28.36862923	8.022403038	0.664339736
200.2287968	258.8865948	116.6182487	29.45257031	28.98693135	8.664855499	0.64843348
201.1455896	100.4707674	42.40399424	28.39321943	17.16400755	6.185357094	0.420344611
197.2694288	93.04919591	44.58514123	41.8574384	24.52619121	6.304668583	0.641716977
193.3031658	96.43219095	46.60064322	22.12212375	28.23034214	8.563649088	0.630679021
203.4626497	95.35472369	47.16511124	27.21616289	29.7189536	6.76572871	0.628149243
204.2523722	100.5542245	48.10818903	26.94805556	28.54123031	7.954560099	0.646744113
199.0762358	102.253686	50.16494631	28.25589616	26.34866072	8.922753158	0.643401123
199.227639	92.52280472	50.55948418	31.00890063	26.81105494	9.172879416	0.642644278
193.5519456	100.0318609	51.41986823	27.64121108	25.86380719	9.047003872	0.638518914
207.1655284	97.6760332	51.355574	25.80369504	30.40975261	8.842414913	0.613616578
202.424395	97.49857828	51.73442547	26.18950802	29.73964255	7.52833719	0.631265444
206.2156953	93.00518738	53.77400315	20.72927351	26.11325308	7.354674843	0.651420049
191.9711116	269.2275742	125.8991659	25.26094119	23.50406387	8.59035857	0.608071398
201.582845	257.9331843	126.0801805	35.65827396	29.10377271	9.150822273	0.666466231
207.8158498	258.9067452	128.1366439	30.77348932	26.01377879	7.7578134	0.621822032
203.8452911	264.8646573	130.9126615	12.55526976	22.77613139	5.953333487	0.451119165
197.9039881	268.0728637	129.7526975	31.80014419	28.47544329	7.597703781	0.651689466
202.8821751	258.1948377	131.6587854	31.1789199	26.67054916	8.588468365	0.636599102
199.2152923	255.3632937	134.5257173	27.36002535	28.17997398	6.430070612	0.63290264
196.7337052	261.7089651	134.3651096	31.49934085	29.41029103	9.388445779	0.64940263
194.8991121	256.8056119	135.3688133	26.13065519	28.64366128	6.030397499	0.634258869
193.3250982	260.546997	138.297035	34.41582539	31.3156716	8.182133738	0.652053933
201.1307883	264.3656278	64.83884624	28.1120337	20.67206411	7.013128224	0.645097617
207.0618872	266.8135518	64.01584146	36.46259593	28.4258978	8.654337147	0.636793046
192.9919143	259.0473117	64.52378297	25.33941163	28.73837363	8.345448507	0.636642571
207.736985	257.4184436	64.96488346	29.57027597	27.36005279	6.184162032	0.650159952
201.9207666	258.9002174	65.56172903	29.07983574	26.96608392	7.73680262	0.637932923
196.5716931	256.4635322	70.50910515	33.51995458	26.30369354	7.499932148	0.663148179
199.115372	257.0476754	75.56076097	35.45555867	27.63389227	8.311503547	0.660997569
207.4907417	269.4760669	75.99962181	27.64775028	29.06526999	8.494004433	0.638619615
197.6425184	270.7120263	76.85938241	31.30970396	31.27161953	8.731104821	0.657945203
136.3047736	179.0351108	24.88219417	25.56174453	27.90451636	8.837362858	0.611639562
131.4189069	179.5840776	24.62650458	37.15575145	31.22034123	10.07156773	0.662026286
